Year	DOY	Time	LAI	f_g	skyl	VZA	SZA	SAA	L_sky	Rn_model	Rn_sw_veg	Rn_sw_soil	Rn_lw_veg	Rn_lw_soil	Tc	Ts	Tac	LE_model	H_model	LE_c	H_c	LE_s	H_s	flag	zo	d	G_model	R_s	R_x	R_a	u_friction	L	n_iterations
1990.0	209.0	0.5	0.5	1.0	1.0	0.0	123.72308221	8.92891194981	333.90923755	-47.0109665185	0.0	0.0	-33.4442023795	-13.566764139	291.315905656	287.998593109	291.404685305	-22.5452774706	-19.7173215993	-29.2631594945	-4.18104288505	6.71788202391	-15.5362787143	0	0.0625	0.325	-4.74836744866	258.763200817	25.0624101765	140.393343462	0.116444917718	6.53140623941	23
1990.0	209.0	1.5	0.5	1.0	1.0	0.0	123.803714621	8.1620176735	331.194298787	-46.8785655357	0.0	0.0	-35.1271878587	-11.751377677	291.153635373	287.238972124	291.241957303	-12.209467469	-30.5561158797	-30.1908001023	-4.93638775639	17.9813326333	-25.6197281234	0	0.0625	0.325	-4.11298218694	185.114089147	21.1978255317	55.3698540716	0.20922001293	25.7551099958	9
1990.0	209.0	2.5	0.5	1.0	1.0	0.0	120.422827266	24.4563062356	332.552031043	-47.5255799771	0.0	0.0	-35.644567891	-11.8810120861	291.578308228	287.596285806	291.665609527	-14.0538027753	-29.3134229717	-30.9089681022	-4.73559978884	16.8551653269	-24.5778231828	0	0.0625	0.325	-4.15835423012	195.796576535	21.8008849572	61.9007590003	0.193279560508	21.0437836574	10
1990.0	209.0	3.5	0.5	1.0	1.0	0.0	114.121230225	38.7840231197	331.686553744	-50.3787097321	0.0	0.0	-34.4795343921	-15.89917534	291.495540764	288.237087331	291.584134702	-20.2913292617	-24.5226691015	-29.724452716	-4.75508167609	9.43312345434	-19.7675874254	0	0.0625	0.325	-5.56471136901	200.477492182	22.0599430365	61.1191586972	0.19165553228	23.9361925515	9
1990.0	209.0	4.5	0.5	1.0	1.0	0.0	105.657251981	50.9168018592	343.041077506	-35.6745121809	0.0	0.0	-29.9025916597	-5.77192052116	290.998746464	287.520778115	291.081588407	-13.3970252105	-20.2573147879	-25.9855967503	-3.91699490946	12.5885715397	-16.3403198785	0	0.0625	0.325	-2.02017218241	257.704974669	25.0111106316	131.258878357	0.120102744218	7.21579782587	20
1990.0	209.0	5.5	0.5	1.0	1.0	0.0	95.7089830159	61.2320067897	341.810366554	-26.5984496851	4.7077409396	2.70978523267	-24.6989085734	-9.31706728403	289.504346556	287.503543742	289.569767676	-13.7302955208	-10.5556054464	-17.1905674489	-2.80060018486	3.46027192812	-7.75500526151	0	0.0625	0.325	-2.31254871798	315.790976759	27.6867152697	351.47779047	0.069854974819	2.60814314841	57
1990.0	209.0	6.5	0.5	1.0	0.645295759376	0.0	84.7824578086	70.3029246822	345.064675027	70.8776012456	80.1586622247	26.8112707314	-34.4053595779	-1.68697213261	292.335244958	287.482293622	292.197157992	74.9824691197	-12.8983723837	39.6286365167	6.12466613012	35.353832603	-19.0230385138	0	0.0625	0.325	8.79350450957	293.350218058	26.684851103	85.5995553558	0.133394524411	28.5231225235	6
1990.0	209.0	7.5	0.5	1.0	0.385746319309	0.0	73.2389305492	78.7296189987	355.55275677	225.506834291	214.961459144	59.1834899693	-41.9089026288	-6.72921219381	297.007553367	291.525241617	296.303370185	195.902857051	11.2449800185	156.03239324	17.0201632754	39.8704638111	-5.77518325697	0	0.0625	0.325	18.3589972214	970.698281767	48.5415574613	63.9963990445	0.0610408802071	-0.778352508001	10
1990.0	209.0	8.5	0.5	1.0	0.395659448036	0.0	61.3537701882	87.1618356231	359.770680076	375.15212554	315.465324626	140.153748446	-34.640766603	-45.8261809291	299.595386238	299.985093056	298.878472434	315.76681141	26.3706654987	260.539013394	20.2855446293	55.2277980166	6.08512086941	0	0.0625	0.325	33.0146486309	211.864018974	41.172558139	51.6208295137	0.0843411803372	-1.05922105733	10
1990.0	209.0	9.5	0.5	1.0	0.342676024782	0.0	49.3847401374	96.4749962491	366.397684347	501.935018091	372.254776062	241.411251988	-27.8972643408	-83.8337456181	302.550985284	308.008073541	302.243278752	366.817175983	79.9657148787	328.787419307	15.5700924149	38.0297566764	64.3956224638	0	0.0625	0.325	55.1521272294	103.496818589	22.84768203	33.1552233209	0.225833097799	-9.45157453142	8
1990.0	209.0	10.5	0.5	1.0	0.290085668078	0.0	37.6818205042	108.231408346	370.40617229	595.608603268	380.188104503	345.830273987	-24.8296181854	-105.580157036	304.457666768	312.436303954	304.318061064	371.211486635	140.3095757	345.871110115	9.48737620281	25.3403765206	130.822199497	0	0.0625	0.325	84.0875409328	71.3423858005	16.9159881241	22.3528037185	0.385525399246	-30.0496272573	5
